"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"2919900","Macururé (BA)","7455"
"2919926","Madre de Deus (BA)","19173"
"2919959","Maetinga (BA)","7212"
"2920007","Maiquinique (BA)","9011"
"2920106","Mairi (BA)","18161"
"2920205","Malhada (BA)","15834"
"2920304","Malhada de Pedras (BA)","8972"
"2920403","Manoel Vitorino (BA)","14295"
"2920452","Mansidão (BA)","14484"
"2920502","Maracás (BA)","29197"
"2920601","Maragogipe (BA)","37225"
"2920700","Maraú (BA)","25626"
"2920809","Marcionílio Souza (BA)","9507"
"2920908","Mascote (BA)","13941"
"2921005","Mata de São João (BA)","44839"
"2921054","Matina (BA)","10629"
"2921104","Medeiros Neto (BA)","22925"
"2921203","Miguel Calmon (BA)","25317"
"2921302","Milagres (BA)","11434"
"2921401","Mirangaba (BA)","16185"
"2921450","Mirante (BA)","10523"
"2921500","Monte Santo (BA)","49823"
"2921609","Morpará (BA)","8232"
"2921708","Morro do Chapéu (BA)","35224"
"2921807","Mortugaba (BA)","11487"
"2921906","Mucugê (BA)","12650"
"2922003","Mucuri (BA)","40005"
"2922052","Mulungu do Morro (BA)","13625"
"2922102","Mundo Novo (BA)","17417"
"2922201","Muniz Ferreira (BA)","7443"
"2922250","Muquém do São Francisco (BA)","10796"
"2922300","Muritiba (BA)","30146"
"2922409","Mutuípe (BA)","20612"
"2922508","Nazaré (BA)","28403"
"2922607","Nilo Peçanha (BA)","12418"
"2922656","Nordestina (BA)","19500"
"2922706","Nova Canaã (BA)","14035"
"2922730","Nova Fátima (BA)","8264"
"2922755","Nova Ibiá (BA)","6701"
"2922805","Nova Itarana (BA)","8059"
"2922854","Nova Redenção (BA)","7708"
"2922904","Nova Soure (BA)","24906"
"2923001","Nova Viçosa (BA)","41551"
"2923035","Novo Horizonte (BA)","11565"
"2923050","Novo Triunfo (BA)","11197"
"2923100","Olindina (BA)","23085"
"2923209","Oliveira dos Brejinhos (BA)","21334"
"2923308","Ouriçangas (BA)","7939"
"2923357","Ourolândia (BA)","20037"
"2923407","Palmas de Monte Alto (BA)","20677"
"2923506","Palmeiras (BA)","10819"
"2923605","Paramirim (BA)","21009"
"2923704","Paratinga (BA)","30671"
"2923803","Paripiranga (BA)","27866"
"2923902","Pau Brasil (BA)","9584"
"2924009","Paulo Afonso (BA)","119128"
"2924058","Pé de Serra (BA)","13675"
"2924108","Pedrão (BA)","6415"
"2924207","Pedro Alexandre (BA)","14288"
"2924306","Piatã (BA)","20859"
"2924405","Pilão Arcado (BA)","37272"
"2924504","Pindaí (BA)","15146"
"2924603","Pindobaçu (BA)","19625"
"2924652","Pintadas (BA)","10656"
"2924678","Piraí do Norte (BA)","11429"
"2924702","Piripá (BA)","9255"
"2924801","Piritiba (BA)","17838"
"2924900","Planaltino (BA)","8254"
"2925006","Planalto (BA)","24036"
"2925105","Poções (BA)","50642"
"2925204","Pojuca (BA)","33608"
"2925253","Ponto Novo (BA)","18670"
"2925303","Porto Seguro (BA)","181007"
"2925402","Potiraguá (BA)","10636"
"2925501","Prado (BA)","37241"
"2925600","Presidente Dutra (BA)","15650"
"2925709","Presidente Jânio Quadros (BA)","12986"
"2925758","Presidente Tancredo Neves (BA)","29343"
"2925808","Queimadas (BA)","27362"
"2925907","Quijingue (BA)","26457"
"2925931","Quixabeira (BA)","9815"
"2925956","Rafael Jambeiro (BA)","20146"
"2926004","Remanso (BA)","42746"
"2926103","Retirolândia (BA)","14147"
"2926202","Riachão das Neves (BA)","22323"
"2926301","Riachão do Jacuípe (BA)","35118"
"2926400","Riacho de Santana (BA)","32103"
"2926509","Ribeira do Amparo (BA)","14525"
"2926608","Ribeira do Pombal (BA)","56170"
"2926657","Ribeirão do Largo (BA)","10039"
"2926707","Rio de Contas (BA)","13627"
"2926806","Rio do Antônio (BA)","13520"
"2926905","Rio do Pires (BA)","10801"
"2927002","Rio Real (BA)","36997"
"2927101","Rodelas (BA)","10801"
"2927200","Ruy Barbosa (BA)","29606"
"2927309","Salinas da Margarida (BA)","15568"
"2927408","Salvador (BA)","2568928"
"2927507","Santa Bárbara (BA)","21723"
"2927606","Santa Brígida (BA)","15421"
"2927705","Santa Cruz Cabrália (BA)","30862"
"2927804","Santa Cruz da Vitória (BA)","4721"
"2927903","Santa Inês (BA)","10628"
"2928000","Santaluz (BA)","39922"
"2928059","Santa Luzia (BA)","14377"
"2928109","Santa Maria da Vitória (BA)","40467"
"2928208","Santana (BA)","25520"
"2928307","Santanópolis (BA)","9023"
"2928406","Santa Rita de Cássia (BA)","28826"
"2928505","Santa Terezinha (BA)","10847"
"2928604","Santo Amaro (BA)","58413"
"2928703","Santo Antônio de Jesus (BA)","109267"
"2928802","Santo Estêvão (BA)","54940"
"2928901","São Desidério (BA)","34783"
"2928950","São Domingos (BA)","8693"
"2929008","São Félix (BA)","11198"
"2929057","São Félix do Coribe (BA)","15740"
"2929107","São Felipe (BA)","20918"
"2929206","São Francisco do Conde (BA)","40932"
"2929255","São Gabriel (BA)","19210"
"2929305","São Gonçalo dos Campos (BA)","41909"
"2929354","São José da Vitória (BA)","5451"
"2929370","São José do Jacuípe (BA)","10556"
"2929404","São Miguel das Matas (BA)","10634"
"2929503","São Sebastião do Passé (BA)","42936"
"2929602","Sapeaçu (BA)","18609"
"2929701","Sátiro Dias (BA)","16485"
"2929750","Saubara (BA)","11842"
"2929800","Saúde (BA)","10715"
"2929909","Seabra (BA)","48530"
"2930006","Sebastião Laranjeiras (BA)","9610"
"2930105","Senhor do Bonfim (BA)","77976"
"2930154","Serra do Ramalho (BA)","36119"
"2930204","Sento Sé (BA)","40147"
"2930303","Serra Dourada (BA)","17580"
"2930402","Serra Preta (BA)","18685"
"2930501","Serrinha (BA)","84428"
"2930600","Serrolândia (BA)","13831"
"2930709","Simões Filho (BA)","120394"
"2930758","Sítio do Mato (BA)","13935"
"2930766","Sítio do Quinto (BA)","14359"
"2930774","Sobradinho (BA)","26959"
"2930808","Souto Soares (BA)","17674"
"2930907","Tabocas do Brejo Velho (BA)","12368"
"2931004","Tanhaçu (BA)","21741"
"2931053","Tanque Novo (BA)","17770"
"2931103","Tanquinho (BA)","7983"
"2931202","Taperoá (BA)","18571"
"2931301","Tapiramutá (BA)","16253"
"2931350","Teixeira de Freitas (BA)","153332"
"2931400","Teodoro Sampaio (BA)","7301"
"2931509","Teofilândia (BA)","21827"
"2931608","Teolândia (BA)","15919"
"2931707","Terra Nova (BA)","11035"
"2931806","Tremedal (BA)","16691"
"2931905","Tucano (BA)","50959"
"2932002","Uauá (BA)","25441"
"2932101","Ubaíra (BA)","19162"
"2932200","Ubaitaba (BA)","17967"
"2932309","Ubatã (BA)","16097"
"2932408","Uibaí (BA)","13880"
"2932457","Umburanas (BA)","13888"
"2932507","Una (BA)","18403"
"2932606","Urandi (BA)","15794"
"2932705","Uruçuca (BA)","22130"
"2932804","Utinga (BA)","16691"
"2932903","Valença (BA)","90028"
"2933000","Valente (BA)","25126"
"2933059","Várzea da Roça (BA)","14279"
"2933109","Várzea do Poço (BA)","8344"
"2933158","Várzea Nova (BA)","13847"
"2933174","Varzedo (BA)","10296"
"2933208","Vera Cruz (BA)","44978"
"2933257","Vereda (BA)","6171"
"2933307","Vitória da Conquista (BA)","394024"
"2933406","Wagner (BA)","9847"
"2933455","Wanderley (BA)","13436"
"2933505","Wenceslau Guimarães (BA)","25430"
"2933604","Xique-Xique (BA)","46979"
"3100104","Abadia dos Dourados (MG)","6365"
"3100203","Abaeté (MG)","23161"
"3100302","Abre Campo (MG)","14312"
"3100401","Acaiaca (MG)","3997"
"3100500","Açucena (MG)","8995"
"3100609","Água Boa (MG)","12545"
"3100708","Água Comprida (MG)","2165"
"3100807","Aguanil (MG)","4490"
"3100906","Águas Formosas (MG)","18841"
"3101003","Águas Vermelhas (MG)","14486"
"3101102","Aimorés (MG)","26165"
"3101201","Aiuruoca (MG)","6382"
"3101300","Alagoa (MG)","2816"
"3101409","Albertina (MG)","3023"
"3101508","Além Paraíba (MG)","31333"
"3101607","Alfenas (MG)","81950"
"3101631","Alfredo Vasconcelos (MG)","7184"
"3101706","Almenara (MG)","41894"
"3101805","Alpercata (MG)","7029"
"3101904","Alpinópolis (MG)","18672"
"3102001","Alterosa (MG)","14253"
"3102050","Alto Caparaó (MG)","5982"
"3102100","Alto Rio Doce (MG)","10994"
"3102209","Alvarenga (MG)","4012"
"3102308","Alvinópolis (MG)","15360"
"3102407","Alvorada de Minas (MG)","4322"
"3102506","Amparo do Serra (MG)","4595"
"3102605","Andradas (MG)","42282"
"3102704","Cachoeira de Pajeú (MG)","9333"
"3102803","Andrelândia (MG)","12169"
"3102852","Angelândia (MG)","7860"
"3102902","Antônio Carlos (MG)","11345"
"3103009","Antônio Dias (MG)","9388"
"3103108","Antônio Prado de Minas (MG)","1558"
"3103207","Araçaí (MG)","2224"
"3103306","Aracitaba (MG)","2095"
"3103405","Araçuaí (MG)","35250"
"3103504","Araguari (MG)","122874"
"3103603","Arantina (MG)","2991"
"3103702","Araponga (MG)","8218"
"3103751","Araporã (MG)","8935"
"3103801","Arapuá (MG)","2674"
"3103900","Araújos (MG)","9556"
"3104007","Araxá (MG)","117677"
"3104106","Arceburgo (MG)","9348"
"3104205","Arcos (MG)","43348"
"3104304","Areado (MG)","14212"
"3104403","Argirita (MG)","2725"
"3104452","Aricanduva (MG)","4820"
"3104502","Arinos (MG)","17598"
"3104601","Astolfo Dutra (MG)","14565"
"3104700","Ataléia (MG)","13967"
"3104809","Augusto de Lima (MG)","4593"
"3104908","Baependi (MG)","18768"
"3105004","Baldim (MG)","7614"
"3105103","Bambuí (MG)","24144"
"3105202","Bandeira (MG)","4821"
"3105301","Bandeira do Sul (MG)","6146"
"3105400","Barão de Cocais (MG)","32095"
"3105509","Barão do Monte Alto (MG)","4991"
"3105608","Barbacena (MG)","129630"
"3105707","Barra Longa (MG)","5740"
"3105905","Barroso (MG)","20566"
"3106002","Bela Vista de Minas (MG)","10412"
"3106101","Belmiro Braga (MG)","3299"
"3106200","Belo Horizonte (MG)","2416339"
"3106309","Belo Oriente (MG)","24503"
"3106408","Belo Vale (MG)","8946"
"3106507","Berilo (MG)","9769"
"3106606","Bertópolis (MG)","4546"
"3106655","Berizal (MG)","4277"
"3106705","Betim (MG)","429236"
"3106804","Bias Fortes (MG)","3388"
"3106903","Bicas (MG)","14331"
"3107000","Biquinhas (MG)","2409"
"3107109","Boa Esperança (MG)","41332"
"3107208","Bocaina de Minas (MG)","5508"
"3107307","Bocaiúva (MG)","49668"
"3107406","Bom Despacho (MG)","53995"
"3107505","Bom Jardim de Minas (MG)","6968"
"3107604","Bom Jesus da Penha (MG)","4642"
"3107703","Bom Jesus do Amparo (MG)","5775"
"3107802","Bom Jesus do Galho (MG)","14756"
"3107901","Bom Repouso (MG)","13183"
"3108008","Bom Sucesso (MG)","17510"
"3108107","Bonfim (MG)","7672"
"3108206","Bonfinópolis de Minas (MG)","5615"
"3108255","Bonito de Minas (MG)","10491"
"3108305","Borda da Mata (MG)","17811"
"3108404","Botelhos (MG)","15137"
"3108503","Botumirim (MG)","5841"
"3108552","Brasilândia de Minas (MG)","15432"
"3108602","Brasília de Minas (MG)","33188"
"3108701","Brás Pires (MG)","4314"
"3108800","Braúnas (MG)","4475"
"3108909","Brazópolis (MG)","14506"
"3109006","Brumadinho (MG)","40777"
"3109105","Bueno Brandão (MG)","11161"
"3109204","Buenópolis (MG)","9229"
"3109253","Bugre (MG)","4149"
"3109303","Buritis (MG)","24693"
"3109402","Buritizeiro (MG)","24068"
"3109451","Cabeceira Grande (MG)","6797"
"3109501","Cabo Verde (MG)","11396"
"3109600","Cachoeira da Prata (MG)","3781"
"3109709","Cachoeira de Minas (MG)","12248"
"3109808","Cachoeira Dourada (MG)","2346"
"3109907","Caetanópolis (MG)","11832"
"3110004","Caeté (MG)","39850"
"3110103","Caiana (MG)","5463"
"3110202","Cajuri (MG)","4186"
"3110301","Caldas (MG)","14588"
"3110400","Camacho (MG)","2867"
"3110509","Camanducaia (MG)","27551"
"3110608","Cambuí (MG)","30870"
"3110707","Cambuquira (MG)","12560"
"3110806","Campanário (MG)","2917"
"3110905","Campanha (MG)","16334"
"3111002","Campestre (MG)","21143"
"3111101","Campina Verde (MG)","18250"
"3111150","Campo Azul (MG)","3802"
"3111200","Campo Belo (MG)","53943"
"3111309","Campo do Meio (MG)","11624"
"3111408","Campo Florido (MG)","8838"
"3111507","Campos Altos (MG)","13136"
"3111606","Campos Gerais (MG)","26809"
"3111705","Canaã (MG)","4832"
"3111804","Canápolis (MG)","10755"
"3111903","Cana Verde (MG)","5356"
"3112000","Candeias (MG)","14236"
"3112059","Cantagalo (MG)","4039"
"3112109","Caparaó (MG)","5144"
"3112208","Capela Nova (MG)","4416"
"3112307","Capelinha (MG)","41536"
"3112406","Capetinga (MG)","6652"
"3112505","Capim Branco (MG)","11105"
"3112604","Capinópolis (MG)","14899"
"3112653","Capitão Andrade (MG)","4650"
"3112703","Capitão Enéas (MG)","14401"
"3112802","Capitólio (MG)","10863"
"3112901","Caputira (MG)","9128"
"3113008","Caraí (MG)","19654"
"3113107","Caranaíba (MG)","2960"
"3113206","Carandaí (MG)","24368"
"3113305","Carangola (MG)","32165"
"3113404","Caratinga (MG)","90687"
"3113503","Carbonita (MG)","8633"
"3113602","Careaçu (MG)","7029"
"3113701","Carlos Chagas (MG)","18852"
"3113800","Carmésia (MG)","2682"
"3113909","Carmo da Cachoeira (MG)","11776"
"3114006","Carmo da Mata (MG)","11279"
"3114105","Carmo de Minas (MG)","14114"
"3114204","Carmo do Cajuru (MG)","24376"
"3114303","Carmo do Paranaíba (MG)","29899"
"3114402","Carmo do Rio Claro (MG)","21464"
"3114501","Carmópolis de Minas (MG)","18498"
"3114550","Carneirinho (MG)","9630"
"3114600","Carrancas (MG)","4153"
"3114709","Carvalhópolis (MG)","3417"
"3114808","Carvalhos (MG)","4507"
"3114907","Casa Grande (MG)","2260"
"3115003","Cascalho Rico (MG)","2757"
"3115102","Cássia (MG)","17495"
"3115201","Conceição da Barra de Minas (MG)","3596"
"3115300","Cataguases (MG)","67872"
"3115359","Catas Altas (MG)","5668"
"3115409","Catas Altas da Noruega (MG)","3141"
"3115458","Catuji (MG)","7226"
"3115474","Catuti (MG)","4805"
"3115508","Caxambu (MG)","21436"
"3115607","Cedro do Abaeté (MG)","1091"
"3115706","Central de Minas (MG)","6243"
"3115805","Centralina (MG)","10440"
"3115904","Chácara (MG)","3177"
"3116001","Chalé (MG)","6261"
"3116100","Chapada do Norte (MG)","10024"
"3116159","Chapada Gaúcha (MG)","12810"
"3116209","Chiador (MG)","2865"
"3116308","Cipotânea (MG)","5599"
"3116407","Claraval (MG)","4777"
"3116506","Claro dos Poções (MG)","7259"
"3116605","Cláudio (MG)","31665"
"3116704","Coimbra (MG)","7285"
"3116803","Coluna (MG)","8251"
"3116902","Comendador Gomes (MG)","2813"
"3117009","Comercinho (MG)","6627"
"3117108","Conceição da Aparecida (MG)","10668"
"3117207","Conceição das Pedras (MG)","2837"
"3117306","Conceição das Alagoas (MG)","29949"
"3117405","Conceição de Ipanema (MG)","4503"
"3117504","Conceição do Mato Dentro (MG)","24254"
"3117603","Conceição do Pará (MG)","5567"
"3117702","Conceição do Rio Verde (MG)","12780"
"3117801","Conceição dos Ouros (MG)","11183"
"3117836","Cônego Marinho (MG)","7420"
"3117876","Confins (MG)","7676"
"3117900","Congonhal (MG)","11403"
"3118007","Congonhas (MG)","54986"
"3118106","Congonhas do Norte (MG)","4927"
"3118205","Conquista (MG)","6864"
"3118304","Conselheiro Lafaiete (MG)","137980"
"3118403","Conselheiro Pena (MG)","21113"
"3118502","Consolação (MG)","1578"
"3118601","Contagem (MG)","649975"
"3118700","Coqueiral (MG)","9197"
"3118809","Coração de Jesus (MG)","26151"
"3118908","Cordisburgo (MG)","7592"
"3119005","Cordislândia (MG)","3247"
"3119104","Corinto (MG)","23996"
"3119203","Coroaci (MG)","11200"
"3119302","Coromandel (MG)","30013"
"3119401","Coronel Fabriciano (MG)","108551"
"3119500","Coronel Murta (MG)","8283"
"3119609","Coronel Pacheco (MG)","2799"
"3119708","Coronel Xavier Chaves (MG)","3586"
"3119807","Córrego Danta (MG)","2978"
"3119906","Córrego do Bom Jesus (MG)","4429"
"3119955","Córrego Fundo (MG)","6310"
"3120003","Córrego Novo (MG)","2912"
"3120102","Couto de Magalhães de Minas (MG)","4346"
"3120151","Crisólita (MG)","5296"
"3120201","Cristais (MG)","12576"
"3120300","Cristália (MG)","5165"
"3120409","Cristiano Otoni (MG)","4735"
"3120508","Cristina (MG)","10627"
"3120607","Crucilândia (MG)","5633"
"3120706","Cruzeiro da Fortaleza (MG)","3610"
"3120805","Cruzília (MG)","15779"
"3120839","Cuparaque (MG)","3994"
"3120870","Curral de Dentro (MG)","7630"
"3120904","Curvelo (MG)","83862"
"3121001","Datas (MG)","5618"
"3121100","Delfim Moreira (MG)","8130"
"3121209","Delfinópolis (MG)","8760"
"3121258","Delta (MG)","11003"
"3121308","Descoberto (MG)","5058"
"3121407","Desterro de Entre Rios (MG)","7900"
"3121506","Desterro do Melo (MG)","3059"
"3121605","Diamantina (MG)","49353"
"3121704","Diogo de Vasconcelos (MG)","3596"
"3121803","Dionísio (MG)","6789"
"3121902","Divinésia (MG)","4426"
"3122009","Divino (MG)","21329"
"3122108","Divino das Laranjeiras (MG)","4186"
"3122207","Divinolândia de Minas (MG)","6607"
"3122306","Divinópolis (MG)","242328"
"3122355","Divisa Alegre (MG)","6513"
"3122405","Divisa Nova (MG)","5993"
"3122454","Divisópolis (MG)","10585"
"3122470","Dom Bosco (MG)","3767"
"3122504","Dom Cavati (MG)","4981"
"3122603","Dom Joaquim (MG)","5051"
"3122702","Dom Silvério (MG)","5350"
"3122801","Dom Viçoso (MG)","3176"
"3122900","Dona Euzébia (MG)","6241"
"3123007","Dores de Campos (MG)","10313"
"3123106","Dores de Guanhães (MG)","5121"
"3123205","Dores do Indaiá (MG)","12786"
"3123304","Dores do Turvo (MG)","5159"
"3123403","Doresópolis (MG)","1496"
"3123502","Douradoquara (MG)","1869"
"3123528","Durandé (MG)","8038"
"3123601","Elói Mendes (MG)","27343"
"3123700","Engenheiro Caldas (MG)","14308"
"3123809","Engenheiro Navarro (MG)","6411"
"3123858","Entre Folhas (MG)","5293"
"3123908","Entre Rios de Minas (MG)","15120"
"3124005","Ervália (MG)","20951"
"3124104","Esmeraldas (MG)","91573"
"3124203","Espera Feliz (MG)","24761"
"3124302","Espinosa (MG)","31385"
"3124401","Espírito Santo do Dourado (MG)","7007"
"3124500","Estiva (MG)","11836"
"3124609","Estrela Dalva (MG)","2204"
"3124708","Estrela do Indaiá (MG)","2750"
"3124807","Estrela do Sul (MG)","6926"
"3124906","Eugenópolis (MG)","11075"
"3125002","Ewbank da Câmara (MG)","3977"
"3125101","Extrema (MG)","57913"
"3125200","Fama (MG)","2662"
"3125309","Faria Lemos (MG)","3239"
"3125408","Felício dos Santos (MG)","5248"
"3125507","São Gonçalo do Rio Preto (MG)","3098"
"3125606","Felisburgo (MG)","6592"
"3125705","Felixlândia (MG)","14279"
"3125804","Fernandes Tourinho (MG)","2825"
"3125903","Ferros (MG)","9666"
"3125952","Fervedouro (MG)","10693"
"3126000","Florestal (MG)","8386"
"3126109","Formiga (MG)","70668"
"3126208","Formoso (MG)","8103"
"3126307","Fortaleza de Minas (MG)","3485"
"3126406","Fortuna de Minas (MG)","3207"
"3126505","Francisco Badaró (MG)","7208"
"3126604","Francisco Dumont (MG)","4564"
"3126703","Francisco Sá (MG)","23819"
"3126752","Franciscópolis (MG)","5062"
"3126802","Frei Gaspar (MG)","5741"
"3126901","Frei Inocêncio (MG)","8334"
"3126950","Frei Lagonegro (MG)","3475"
"3127008","Fronteira (MG)","14909"
"3127057","Fronteira dos Vales (MG)","4405"
"3127073","Fruta de Leite (MG)","4607"
"3127107","Frutal (MG)","60942"
"3127206","Funilândia (MG)","4886"
"3127305","Galiléia (MG)","6281"
"3127339","Gameleiras (MG)","4863"
"3127354","Glaucilândia (MG)","2991"
"3127370","Goiabeira (MG)","2869"
"3127388","Goianá (MG)","4190"
"3127404","Gonçalves (MG)","4891"
"3127503","Gonzaga (MG)","5271"
"3127602","Gouveia (MG)","11549"
"3127701","Governador Valadares (MG)","266649"
"3127800","Grão Mogol (MG)","14091"
"3127909","Grupiara (MG)","1426"
"3128006","Guanhães (MG)","33434"
"3128105","Guapé (MG)","14073"
"3128204","Guaraciaba (MG)","9921"
"3128253","Guaraciama (MG)","5203"
"3128303","Guaranésia (MG)","19611"
"3128402","Guarani (MG)","7780"
"3128501","Guarará (MG)","3132"
"3128600","Guarda-Mor (MG)","6684"
"3128709","Guaxupé (MG)","52621"
"3128808","Guidoval (MG)","7284"
"3128907","Guimarânia (MG)","8808"
"3129004","Guiricema (MG)","7850"
"3129103","Gurinhatã (MG)","5203"
"3129202","Heliodora (MG)","6274"
"3129301","Iapu (MG)","12486"
"3129400","Ibertioga (MG)","5334"
"3129509","Ibiá (MG)","22596"
"3129608","Ibiaí (MG)","6254"
"3129657","Ibiracatu (MG)","5139"
"3129707","Ibiraci (MG)","11057"
"3129806","Ibirité (MG)","178713"
"3129905","Ibitiúra de Minas (MG)","3439"
"3130002","Ibituruna (MG)","2740"
"3130051","Icaraí de Minas (MG)","10912"
"3130101","Igarapé (MG)","48475"
"3130200","Igaratinga (MG)","11252"
"3130309","Iguatama (MG)","6845"
"3130408","Ijaci (MG)","7291"
